종목코드,구성종목명,주식수(계약수),평가금액,시가총액,시가총액 구성비중,ETF명,ETF_ID,시가총액 구성비중_정규화,기업코드,기업명,평가년도,ESG등급,환경,사회,지배구조,ESG점수,E점수,S점수,G점수,조인성공,ESG_데이터존재,ESG_가중점수,E_가중점수,S_가중점수,G_가중점수
336260,두산퓨얼셀,139.00,5302850,4976200,0.0053,KODEX_200ESG,KODEX_200ESG,0.005304243394715772,336260,두산퓨얼셀,2025,A,A,A+,B+,8,8,9,7,1,True,0.04243394715772618,0.04243394715772618,0.04773819055244195,0.037129703763010405
192820,코스맥스,25.00,5125000,4792500,0.0051,KODEX_200ESG,KODEX_200ESG,0.005104083266613291,192820,코스맥스,2025,A,A,A+,B+,8,8,9,7,1,True,0.04083266613290633,0.04083266613290633,0.04593674939951962,0.03572858286629304
097950,CJ제일제당,22.00,4719000,4763000,0.0051,KODEX_200ESG,KODEX_200ESG,0.005104083266613291,097950,CJ제일제당,2025,A,A,A+,A,8,8,9,8,1,True,0.04083266613290633,0.04083266613290633,0.04593674939951962,0.04083266613290633
139130,iM금융지주,272.00,4806240,4572320,0.0049,KODEX_200ESG,KODEX_200ESG,0.004903923138510809,139130,iM금융지주,2025,A,A,A,A,8,8,8,8,1,True,0.03923138510808647,0.03923138510808647,0.03923138510808647,0.03923138510808647
017800,현대엘리베이터,52.00,4529200,4414800,0.004699999999999999,KODEX_200ESG,KODEX_200ESG,0.004703763010408326,017800,현대엘리베이터,2025,A+,A+,A+,A,9,9,9,8,1,True,0.04233386709367493,0.04233386709367493,0.04233386709367493,0.037630104083266606
139480,이마트,45.00,4500000,4410000,0.004699999999999999,KODEX_200ESG,KODEX_200ESG,0.004703763010408326,139480,이마트,2025,A+,A+,A+,A,9,9,9,8,1,True,0.04233386709367493,0.04233386709367493,0.04233386709367493,0.037630104083266606
001450,현대해상,140.00,4403000,4340000,0.004699999999999999,KODEX_200ESG,KODEX_200ESG,0.004703763010408326,001450,현대해상,2025,A,A+,A,A,8,9,8,8,1,True,0.037630104083266606,0.04233386709367493,0.037630104083266606,0.037630104083266606
251270,넷마블,87.00,4541400,4315200,0.0046,KODEX_200ESG,KODEX_200ESG,0.004603682946357086,251270,넷마블,2025,A,B+,A+,A,8,7,9,8,1,True,0.03682946357085669,0.0322257806244996,0.041433146517213776,0.03682946357085669
011780,금호석유화학,36.00,4554000,4291200,0.0046,KODEX_200ESG,KODEX_200ESG,0.004603682946357086,011780,금호석유화학,2025,B,A,A+,C,6,8,9,4,1,True,0.027622097678142516,0.03682946357085669,0.041433146517213776,0.018414731785428344
006360,GS건설,151.00,3978850,3933550,0.0042,KODEX_200ESG,KODEX_200ESG,0.004203362690152122,006360,GS건설,2025,A,A,A+,B+,8,8,9,7,1,True,0.03362690152121697,0.03362690152121697,0.03783026421136909,0.02942353883106485
