종목코드,구성종목명,주식수(계약수),평가금액,시가총액,시가총액 구성비중,ETF명,ETF_ID,시가총액 구성비중_정규화
017800,현대엘리베이터,52.00,4529200,4409600,0.004699999999999999,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.004705646776131357
001450,현대해상,140.00,4403000,4340000,0.004699999999999999,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.004705646776131357
251270,넷마블,87.00,4541400,4315200,0.0046,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00460552663195835
011780,금호석유화학,36.00,4554000,4287600,0.0046,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00460552663195835
377300,카카오페이,78.00,4173000,3931200,0.0042,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.004205046055266319
006360,GS건설,151.00,3978850,3926000,0.0042,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.004205046055266319
161890,한국콜마,51.00,4090200,3916800,0.0042,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.004205046055266319
022100,포스코DX,120.00,3666000,3570000,0.0038,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.003804565478574289
011170,롯데케미칼,43.00,3556100,3521700,0.0038,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.003804565478574289
004170,신세계,11.00,3707000,3371500,0.0036,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.003604325190228274
097230,HJ중공업,148.00,3633400,3344800,0.0036,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.003604325190228274
088350,한화생명,737.00,3478640,3342295,0.0036,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.003604325190228274
036460,한국가스공사,92.00,3256800,3201600,0.0034000000000000002,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.003404084901882259
267270,HD건설기계,24.00,3122400,3014400,0.0032,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0032038446135362435
051600,한전KPS,51.00,3009000,2917200,0.0031,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0031037244693632358
204320,HL만도,59.00,3020800,2902800,0.0031,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0031037244693632358
011210,현대위아,35.00,2859500,2779000,0.003,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0030036043251902285
302440,SK바이오사이언스,62.00,2678400,2604000,0.0028000000000000004,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0028033640368442135
000120,CJ대한통운,24.00,2596800,2508000,0.0027,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0027032438926712053
030000,제일기획,129.00,2558070,2487120,0.0027,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0027032438926712053
023530,롯데쇼핑,23.00,2631200,2451800,0.0026,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0026031237484981976
214150,클래시스,44.00,2376000,2318800,0.0025,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0025030036043251903
004800,효성,16.00,2233600,2132800,0.0023,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.002302763315979175
003530,한화투자증권,307.00,2207330,2115230,0.0023,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.002302763315979175
069960,현대백화점,26.00,2197000,2054000,0.0022,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0022026431718061676
361610,SK아이이테크놀로지,87.00,1883550,1914000,0.0021,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0021025230276331595
298020,효성티앤씨,5.00,2007500,1905000,0.002,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.002002402883460152
003690,코리안리,142.00,1892860,1894280,0.002,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.002002402883460152
383220,F&F,29.00,1885000,1835700,0.002,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.002002402883460152
294870,HDC현대산업개발,85.00,1891250,1814750,0.0019,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0019022827392871445
322000,HD현대에너지솔루션,13.00,1601600,1740700,0.0019,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0019022827392871445
001510,SK증권,859.00,1778130,1717141,0.0018,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001802162595114137
195940,HK이노엔,34.00,1805400,1713600,0.0018,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001802162595114137
002790,아모레퍼시픽홀딩스,59.00,1731650,1675600,0.0018,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001802162595114137
000210,DL,26.00,1627600,1619800,0.0017000000000000001,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0017020424509411295
001430,세아베스틸지주,24.00,1668000,1598400,0.0017000000000000001,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0017020424509411295
004000,롯데정밀화학,31.00,1605800,1553100,0.0017000000000000001,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0017020424509411295
029780,삼성카드,27.00,1485000,1447200,0.0016,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0016019223067681217
007310,오뚜기,4.00,1438000,1426000,0.0015,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0015018021625951142
018670,SK가스,5.00,1232500,1312500,0.0014000000000000002,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0014016820184221067
195870,해성디에스,26.00,1409200,1310400,0.0014000000000000002,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0014016820184221067
181710,NHN,31.00,1297350,1297350,0.0014000000000000002,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0014016820184221067
285130,SK케미칼,22.00,1210000,1146200,0.0012,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001201441730076091
298050,HS효성첨단소재,5.00,1130000,1102500,0.0012,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001201441730076091
456040,OCI,11.00,1031800,1084600,0.0012,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001201441730076091
005440,현대지에프홀딩스,77.00,1105720,1078770,0.0012,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001201441730076091
039130,하나투어,26.00,1077700,1058200,0.0011,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0011013215859030838
038500,삼표시멘트,68.00,1114520,1044480,0.0011,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0011013215859030838
006040,동원산업,27.00,1080000,1040850,0.0011,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0011013215859030838
001500,현대차증권,93.00,1013700,965340,0.001,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001001201441730076
293490,카카오게임즈,77.00,1016400,956340,0.001,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001001201441730076
001680,대상,47.00,987000,942350,0.001,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.001001201441730076
000370,한화손해보험,132.00,893640,883080,0.0009,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0009010812975570685
009520,포스코엠텍,50.00,866000,881000,0.0009,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0009010812975570685
005180,빙그레,12.00,890400,860400,0.0009,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0009010812975570685
001740,SK네트웍스,151.00,809360,788220,0.0008,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0008009611533840609
300720,한일시멘트,43.00,710790,701760,0.0008,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0008009611533840609
280360,롯데웰푸드,6.00,697200,667200,0.0007000000000000001,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0007008410092110534
161000,애경케미칼,45.00,513000,666900,0.0007000000000000001,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0007008410092110534
020000,한섬,27.00,702000,646650,0.0007000000000000001,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0007008410092110534
000640,동아쏘시오홀딩스,6.00,590400,573000,0.0006,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0006007208650380455
089860,롯데렌탈,18.00,586800,554400,0.0006,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0006007208650380455
003850,보령,60.00,579000,554400,0.0006,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.0006007208650380455
030610,교보증권,42.00,547680,499800,0.0005,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.000500600720865038
344820,KCC글라스,20.00,507000,499000,0.0005,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.000500600720865038
006120,SK디스커버리,9.00,486900,472500,0.0005,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.000500600720865038
024720,콜마홀딩스,53.00,486540,470110,0.0005,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.000500600720865038
031430,신세계인터내셔날,38.00,471580,461320,0.0005,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.000500600720865038
071320,지역난방공사,6.00,476400,447600,0.0005,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.000500600720865038
006220,제주은행,36.00,461160,443700,0.0005,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.000500600720865038
060980,HL홀딩스,9.00,407250,393300,0.0004,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00040048057669203043
017810,풀무원,33.00,399630,392700,0.0004,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00040048057669203043
013890,지누스,36.00,389520,371520,0.0004,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00040048057669203043
018250,애경산업,22.00,336600,361900,0.0004,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00040048057669203043
108670,LX하우시스,12.00,342600,340200,0.0004,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00040048057669203043
014820,동원시스템즈,13.00,341250,330200,0.0004,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00040048057669203043
136480,하림,102.00,328440,329460,0.0004,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00040048057669203043
145990,삼양사,7.00,319900,316050,0.0003,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00030036043251902277
105630,한세실업,27.00,329400,305640,0.0003,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.00030036043251902277
010001,원화현금,,,14316378,0.0154,TIGER_GREEN_NEWDEAL,TIGER_GREEN_NEWDEAL,0.015418502202643172
000720,현대건설,150.00,22470000,22275000,0.0239,SOL_CLIMATE,SOL_CLIMATE,0.023926318950845932
402340,SK스퀘어,39.00,21216000,19929000,0.021400000000000002,SOL_CLIMATE,SOL_CLIMATE,0.021423565922514768
010120,LS ELECTRIC,24.00,19224000,18624000,0.02,SOL_CLIMATE,SOL_CLIMATE,0.020022024226649313
055550,신한지주,191.00,17858500,17190000,0.0184,SOL_CLIMATE,SOL_CLIMATE,0.01842026228851737
105560,KB금융,118.00,17959600,17157200,0.0184,SOL_CLIMATE,SOL_CLIMATE,0.01842026228851737
005380,현대차,36.00,17820000,16866000,0.0181,SOL_CLIMATE,SOL_CLIMATE,0.01811993192511763
000660,SK하이닉스,19.00,17518000,16653500,0.0179,SOL_CLIMATE,SOL_CLIMATE,0.017919711682851135
009150,삼성전기,38.00,16492000,16435000,0.0176,SOL_CLIMATE,SOL_CLIMATE,0.017619381319451396
017670,SK텔레콤,209.00,16699100,16302000,0.0175,SOL_CLIMATE,SOL_CLIMATE,0.017519271198318153
086790,하나금융지주,146.00,16118400,15607400,0.0167,SOL_CLIMATE,SOL_CLIMATE,0.016718390229252176
005490,POSCO홀딩스,45.00,15435000,15390000,0.0165,SOL_CLIMATE,SOL_CLIMATE,0.016518169986985683
005930,삼성전자,87.00,15633900,15312000,0.016399999999999998,SOL_CLIMATE,SOL_CLIMATE,0.016418059865852437
316140,우리금융지주,455.00,15288000,14719250,0.0158,SOL_CLIMATE,SOL_CLIMATE,0.01581739913905296
028260,삼성물산,55.00,14795000,14300000,0.015300000000000001,SOL_CLIMATE,SOL_CLIMATE,0.015316848533386726
034730,SK,44.00,14696000,14234000,0.015300000000000001,SOL_CLIMATE,SOL_CLIMATE,0.015316848533386726
005830,DB손해보험,86.00,14869400,14121200,0.0151,SOL_CLIMATE,SOL_CLIMATE,0.015116628291120232
032830,삼성생명,65.00,14495000,14105000,0.0151,SOL_CLIMATE,SOL_CLIMATE,0.015116628291120232
267260,HD현대일렉트릭,16.00,14640000,13968000,0.015,SOL_CLIMATE,SOL_CLIMATE,0.015016518169986986
086280,현대글로비스,63.00,14584500,13545000,0.014499999999999999,SOL_CLIMATE,SOL_CLIMATE,0.014515967564320751
000270,기아,90.00,14022000,13536000,0.014499999999999999,SOL_CLIMATE,SOL_CLIMATE,0.014515967564320751
000150,두산,12.00,14436000,13416000,0.0144,SOL_CLIMATE,SOL_CLIMATE,0.014415857443187506
096770,SK이노베이션,117.00,13033800,13150800,0.0141,SOL_CLIMATE,SOL_CLIMATE,0.014115527079787766
028050,삼성E&A,392.00,12975200,13092800,0.013999999999999999,SOL_CLIMATE,SOL_CLIMATE,0.014015416958654518
006400,삼성SDI,31.00,12570500,12772000,0.0137,SOL_CLIMATE,SOL_CLIMATE,0.01371508659525478
016360,삼성증권,131.00,12785600,12379500,0.013300000000000001,SOL_CLIMATE,SOL_CLIMATE,0.013314646110721796
207940,삼성바이오로직스,8.00,12848000,12256000,0.0131,SOL_CLIMATE,SOL_CLIMATE,0.013114425868455301
267250,HD현대,50.00,12875000,12200000,0.0131,SOL_CLIMATE,SOL_CLIMATE,0.013114425868455301
030200,KT,200.00,12160000,12000000,0.0129,SOL_CLIMATE,SOL_CLIMATE,0.012914205626188807
323410,카카오뱅크,493.00,12152450,11979900,0.0128,SOL_CLIMATE,SOL_CLIMATE,0.012814095505055561
003230,삼양식품,10.00,11830000,11750000,0.0126,SOL_CLIMATE,SOL_CLIMATE,0.012613875262789068
035420,NAVER,57.00,12112500,11742000,0.0126,SOL_CLIMATE,SOL_CLIMATE,0.012613875262789068
138040,메리츠금융지주,102.00,11872800,11689200,0.0125,SOL_CLIMATE,SOL_CLIMATE,0.012513765141655822
011200,HMM,603.00,11854980,11674080,0.0125,SOL_CLIMATE,SOL_CLIMATE,0.012513765141655822
003670,포스코퓨처엠,53.00,11077000,11368500,0.012199999999999999,SOL_CLIMATE,SOL_CLIMATE,0.01221343477825608
068270,셀트리온,55.00,11330000,11055000,0.011899999999999999,SOL_CLIMATE,SOL_CLIMATE,0.011913104414856341
066570,LG전자,102.00,11424000,11036400,0.0118,SOL_CLIMATE,SOL_CLIMATE,0.011812994293723095
005940,NH투자증권,356.00,12193000,11000400,0.0118,SOL_CLIMATE,SOL_CLIMATE,0.011812994293723095
009830,한화솔루션,298.00,10623700,10832300,0.0116,SOL_CLIMATE,SOL_CLIMATE,0.011612774051456602
090430,아모레퍼시픽,76.00,10974400,10655200,0.011399999999999999,SOL_CLIMATE,SOL_CLIMATE,0.011412553809190108
329180,HD현대중공업,22.00,10967000,10538000,0.0113,SOL_CLIMATE,SOL_CLIMATE,0.011312443688056862
036570,엔씨소프트,47.00,10810000,10363500,0.0111,SOL_CLIMATE,SOL_CLIMATE,0.011112223445790369
373220,LG에너지솔루션,25.00,9862500,10125000,0.0109,SOL_CLIMATE,SOL_CLIMATE,0.010912003203523877
010950,S-Oil,92.00,10092400,10074000,0.0108,SOL_CLIMATE,SOL_CLIMATE,0.01081189308239063
259960,크래프톤,40.00,10180000,10000000,0.010700000000000001,SOL_CLIMATE,SOL_CLIMATE,0.010711782961257384
012330,현대모비스,25.00,10212500,9862500,0.0106,SOL_CLIMATE,SOL_CLIMATE,0.010611672840124136
035720,카카오,199.00,9711200,9353000,0.01,SOL_CLIMATE,SOL_CLIMATE,0.010011012113324657
000810,삼성화재,21.00,9303000,9324000,0.01,SOL_CLIMATE,SOL_CLIMATE,0.010011012113324657
010140,삼성중공업,375.00,9750000,9168750,0.0098,SOL_CLIMATE,SOL_CLIMATE,0.009810791871058164
018260,삼성에스디에스,59.00,9221700,8991600,0.0096,SOL_CLIMATE,SOL_CLIMATE,0.00961057162879167
009540,HD한국조선해양,26.00,9542000,8983000,0.0096,SOL_CLIMATE,SOL_CLIMATE,0.00961057162879167
011070,LG이노텍,29.00,9294500,8975500,0.0096,SOL_CLIMATE,SOL_CLIMATE,0.00961057162879167
034220,LG디스플레이,805.00,9257500,8943550,0.0096,SOL_CLIMATE,SOL_CLIMATE,0.00961057162879167
000100,유한양행,90.00,9036000,8802000,0.009399999999999999,SOL_CLIMATE,SOL_CLIMATE,0.009410351386525176
047050,포스코인터내셔널,116.00,8642000,8711600,0.009300000000000001,SOL_CLIMATE,SOL_CLIMATE,0.009310241265391933
047040,대우건설,498.00,8595480,8685120,0.009300000000000001,SOL_CLIMATE,SOL_CLIMATE,0.009310241265391933
138930,BNK금융지주,442.00,8256560,8031140,0.0086,SOL_CLIMATE,SOL_CLIMATE,0.008609470417459205
024110,기업은행,366.00,8619300,8015400,0.0086,SOL_CLIMATE,SOL_CLIMATE,0.008609470417459205
032640,LG유플러스,495.00,7969500,7583400,0.008100000000000001,SOL_CLIMATE,SOL_CLIMATE,0.008108919811792974
010060,OCI홀딩스,38.00,6794400,7261800,0.0078000000000000005,SOL_CLIMATE,SOL_CLIMATE,0.007808589448393233
021240,코웨이,90.00,6615000,6552000,0.006999999999999999,SOL_CLIMATE,SOL_CLIMATE,0.007007708479327259
051900,LG생활건강,25.00,6187500,6050000,0.006500000000000001,SOL_CLIMATE,SOL_CLIMATE,0.006507157873661028
175330,JB금융지주,191.00,5940100,5672700,0.0060999999999999995,SOL_CLIMATE,SOL_CLIMATE,0.00610671738912804
326030,SK바이오팜,58.00,5817400,5608600,0.006,SOL_CLIMATE,SOL_CLIMATE,0.0060066072679947945
011790,SKC,55.00,5428500,5252500,0.005600000000000001,SOL_CLIMATE,SOL_CLIMATE,0.0056061667834618086
375500,DL이앤씨,73.00,4803400,5080800,0.0054,SOL_CLIMATE,SOL_CLIMATE,0.005405946541195315
336260,두산퓨얼셀,139.00,5302850,4983150,0.0053,SOL_CLIMATE,SOL_CLIMATE,0.005305836420062068
192820,코스맥스,25.00,5125000,4800000,0.0051,SOL_CLIMATE,SOL_CLIMATE,0.0051056161777955755
097950,CJ제일제당,22.00,4719000,4763000,0.0051,SOL_CLIMATE,SOL_CLIMATE,0.0051056161777955755
139130,iM금융지주,272.00,4806240,4572320,0.0049,SOL_CLIMATE,SOL_CLIMATE,0.004905395935529082
139480,이마트,45.00,4500000,4423500,0.004699999999999999,SOL_CLIMATE,SOL_CLIMATE,0.004705175693262588
017800,현대엘리베이터,52.00,4529200,4409600,0.004699999999999999,SOL_CLIMATE,SOL_CLIMATE,0.004705175693262588
001450,현대해상,140.00,4403000,4333000,0.0046,SOL_CLIMATE,SOL_CLIMATE,0.004605065572129342
251270,넷마블,87.00,4541400,4323900,0.0046,SOL_CLIMATE,SOL_CLIMATE,0.004605065572129342
011780,금호석유화학,36.00,4554000,4284000,0.0046,SOL_CLIMATE,SOL_CLIMATE,0.004605065572129342
006360,GS건설,151.00,3978850,3933550,0.0042,SOL_CLIMATE,SOL_CLIMATE,0.0042046250875963555
377300,카카오페이,78.00,4173000,3931200,0.0042,SOL_CLIMATE,SOL_CLIMATE,0.0042046250875963555
161890,한국콜마,51.00,4090200,3911700,0.0042,SOL_CLIMATE,SOL_CLIMATE,0.0042046250875963555
022100,포스코DX,120.00,3666000,3564000,0.0038,SOL_CLIMATE,SOL_CLIMATE,0.0038041846030633696
011170,롯데케미칼,43.00,3556100,3526000,0.0038,SOL_CLIMATE,SOL_CLIMATE,0.0038041846030633696
004170,신세계,11.00,3707000,3371500,0.0036,SOL_CLIMATE,SOL_CLIMATE,0.0036039643607968766
097230,HJ중공업,148.00,3633400,3352200,0.0036,SOL_CLIMATE,SOL_CLIMATE,0.0036039643607968766
088350,한화생명,737.00,3478640,3345980,0.0036,SOL_CLIMATE,SOL_CLIMATE,0.0036039643607968766
036460,한국가스공사,92.00,3256800,3201600,0.0034000000000000002,SOL_CLIMATE,SOL_CLIMATE,0.0034037441185303836
267270,HD건설기계,24.00,3122400,3019200,0.0032,SOL_CLIMATE,SOL_CLIMATE,0.0032035238762638902
051600,한전KPS,51.00,3009000,2917200,0.0031,SOL_CLIMATE,SOL_CLIMATE,0.0031034137551306435
204320,HL만도,59.00,3020800,2908700,0.0031,SOL_CLIMATE,SOL_CLIMATE,0.0031034137551306435
011210,현대위아,35.00,2859500,2775500,0.003,SOL_CLIMATE,SOL_CLIMATE,0.0030033036339973973
302440,SK바이오사이언스,62.00,2678400,2600900,0.0028000000000000004,SOL_CLIMATE,SOL_CLIMATE,0.0028030833917309043
000120,CJ대한통운,24.00,2596800,2505600,0.0027,SOL_CLIMATE,SOL_CLIMATE,0.0027029732705976576
030000,제일기획,129.00,2558070,2487120,0.0027,SOL_CLIMATE,SOL_CLIMATE,0.0027029732705976576
023530,롯데쇼핑,23.00,2631200,2444900,0.0026,SOL_CLIMATE,SOL_CLIMATE,0.002602863149464411
214150,클래시스,44.00,2376000,2318800,0.0025,SOL_CLIMATE,SOL_CLIMATE,0.002502753028331164
004800,효성,16.00,2233600,2137600,0.0023,SOL_CLIMATE,SOL_CLIMATE,0.002302532786064671
003530,한화투자증권,307.00,2207330,2115230,0.0023,SOL_CLIMATE,SOL_CLIMATE,0.002302532786064671
069960,현대백화점,26.00,2197000,2059200,0.0022,SOL_CLIMATE,SOL_CLIMATE,0.0022024226649314245
361610,SK아이이테크놀로지,87.00,1883550,1918350,0.0021,SOL_CLIMATE,SOL_CLIMATE,0.0021023125437981778
298020,효성티앤씨,5.00,2007500,1905000,0.002,SOL_CLIMATE,SOL_CLIMATE,0.0020022024226649315
003690,코리안리,142.00,1892860,1894280,0.002,SOL_CLIMATE,SOL_CLIMATE,0.0020022024226649315
383220,F&F,29.00,1885000,1838600,0.002,SOL_CLIMATE,SOL_CLIMATE,0.0020022024226649315
294870,HDC현대산업개발,85.00,1891250,1819000,0.002,SOL_CLIMATE,SOL_CLIMATE,0.0020022024226649315
322000,HD현대에너지솔루션,13.00,1601600,1730300,0.0019,SOL_CLIMATE,SOL_CLIMATE,0.0019020923015316848
001510,SK증권,859.00,1778130,1717141,0.0018,SOL_CLIMATE,SOL_CLIMATE,0.0018019821803984383
195940,HK이노엔,34.00,1805400,1713600,0.0018,SOL_CLIMATE,SOL_CLIMATE,0.0018019821803984383
002790,아모레퍼시픽홀딩스,59.00,1731650,1681500,0.0018,SOL_CLIMATE,SOL_CLIMATE,0.0018019821803984383
000210,DL,26.00,1627600,1622400,0.0017000000000000001,SOL_CLIMATE,SOL_CLIMATE,0.0017018720592651918
001430,세아베스틸지주,24.00,1668000,1598400,0.0017000000000000001,SOL_CLIMATE,SOL_CLIMATE,0.0017018720592651918
004000,롯데정밀화학,31.00,1605800,1546900,0.0017000000000000001,SOL_CLIMATE,SOL_CLIMATE,0.0017018720592651918
029780,삼성카드,27.00,1485000,1447200,0.0016,SOL_CLIMATE,SOL_CLIMATE,0.0016017619381319451
007310,오뚜기,4.00,1438000,1426000,0.0015,SOL_CLIMATE,SOL_CLIMATE,0.0015016518169986986
195870,해성디에스,26.00,1409200,1310400,0.0014000000000000002,SOL_CLIMATE,SOL_CLIMATE,0.0014015416958654521
018670,SK가스,5.00,1232500,1307500,0.0014000000000000002,SOL_CLIMATE,SOL_CLIMATE,0.0014015416958654521
181710,NHN,31.00,1297350,1298900,0.0014000000000000002,SOL_CLIMATE,SOL_CLIMATE,0.0014015416958654521
285130,SK케미칼,22.00,1210000,1146200,0.0012,SOL_CLIMATE,SOL_CLIMATE,0.0012013214535989587
298050,HS효성첨단소재,5.00,1130000,1102500,0.0012,SOL_CLIMATE,SOL_CLIMATE,0.0012013214535989587
456040,OCI,11.00,1031800,1083500,0.0012,SOL_CLIMATE,SOL_CLIMATE,0.0012013214535989587
005440,현대지에프홀딩스,77.00,1105720,1078770,0.0012,SOL_CLIMATE,SOL_CLIMATE,0.0012013214535989587
039130,하나투어,26.00,1077700,1055600,0.0011,SOL_CLIMATE,SOL_CLIMATE,0.0011012113324657122
038500,삼표시멘트,68.00,1114520,1043120,0.0011,SOL_CLIMATE,SOL_CLIMATE,0.0011012113324657122
006040,동원산업,27.00,1080000,1040850,0.0011,SOL_CLIMATE,SOL_CLIMATE,0.0011012113324657122
001500,현대차증권,93.00,1013700,962550,0.001,SOL_CLIMATE,SOL_CLIMATE,0.0010011012113324658
293490,카카오게임즈,77.00,1016400,954800,0.001,SOL_CLIMATE,SOL_CLIMATE,0.0010011012113324658
001680,대상,47.00,987000,942350,0.001,SOL_CLIMATE,SOL_CLIMATE,0.0010011012113324658
000370,한화손해보험,132.00,893640,884400,0.0009,SOL_CLIMATE,SOL_CLIMATE,0.0009009910901992192
009520,포스코엠텍,50.00,866000,881000,0.0009,SOL_CLIMATE,SOL_CLIMATE,0.0009009910901992192
005180,빙그레,12.00,890400,859200,0.0009,SOL_CLIMATE,SOL_CLIMATE,0.0009009910901992192
001740,SK네트웍스,151.00,809360,785200,0.0008,SOL_CLIMATE,SOL_CLIMATE,0.0008008809690659726
300720,한일시멘트,43.00,710790,702190,0.0008,SOL_CLIMATE,SOL_CLIMATE,0.0008008809690659726
280360,롯데웰푸드,6.00,697200,667200,0.0007000000000000001,SOL_CLIMATE,SOL_CLIMATE,0.0007007708479327261
161000,애경케미칼,45.00,513000,666900,0.0007000000000000001,SOL_CLIMATE,SOL_CLIMATE,0.0007007708479327261
020000,한섬,27.00,702000,646650,0.0007000000000000001,SOL_CLIMATE,SOL_CLIMATE,0.0007007708479327261
000640,동아쏘시오홀딩스,6.00,590400,573600,0.0006,SOL_CLIMATE,SOL_CLIMATE,0.0006006607267994794
003850,보령,60.00,579000,555600,0.0006,SOL_CLIMATE,SOL_CLIMATE,0.0006006607267994794
089860,롯데렌탈,18.00,586800,554400,0.0006,SOL_CLIMATE,SOL_CLIMATE,0.0006006607267994794
344820,KCC글라스,20.00,507000,499000,0.0005,SOL_CLIMATE,SOL_CLIMATE,0.0005005506056662329
030610,교보증권,42.00,547680,498540,0.0005,SOL_CLIMATE,SOL_CLIMATE,0.0005005506056662329
006120,SK디스커버리,9.00,486900,472500,0.0005,SOL_CLIMATE,SOL_CLIMATE,0.0005005506056662329
024720,콜마홀딩스,53.00,486540,471170,0.0005,SOL_CLIMATE,SOL_CLIMATE,0.0005005506056662329
031430,신세계인터내셔날,38.00,471580,461320,0.0005,SOL_CLIMATE,SOL_CLIMATE,0.0005005506056662329
